,id,crystal_system,point_group
24949,mp-573498,tetragonal,4/mmm
24950,mp-573548,monoclinic,2/m
24951,mp-573563,tetragonal,4/mmm
24952,mp-573579,orthorhombic,mmm
24953,mp-573691,orthorhombic,mmm
24954,mp-573697,cubic,m-3m
24955,mp-573755,orthorhombic,mmm
24956,mp-573995,tetragonal,4/mmm
24957,mp-574,tetragonal,4/mmm
24958,mp-574004,hexagonal,-6m2
24959,mp-574021,orthorhombic,mmm
24960,mp-574025,cubic,m-3m
24961,mp-574199,tetragonal,4/mmm
24962,mp-574235,tetragonal,4/mmm
24963,mp-574239,cubic,m-3m
24964,mp-574244,tetragonal,4/mmm
24965,mp-574250,trigonal,3
24966,mp-574283,cubic,m-3m
24967,mp-574379,orthorhombic,mmm
24968,mp-5745,trigonal,-3m
24969,mp-574599,orthorhombic,mmm
24970,mp-5748,cubic,m-3m
24971,mp-5749,monoclinic,2/m
24972,mp-5752,tetragonal,4/mmm
24973,mp-5757,hexagonal,6/mmm
24974,mp-5760,tetragonal,4/mmm
24975,mp-5770,orthorhombic,mm2
24976,mp-5777,orthorhombic,mm2
24977,mp-5778,cubic,m-3m
24978,mp-578,hexagonal,-6m2
24979,mp-5782,tetragonal,-42m
24980,mp-578601,trigonal,-3m
24981,mp-578605,trigonal,-3m
24982,mp-578606,trigonal,-3m
24983,mp-578610,trigonal,-3m
24984,mp-578611,trigonal,-3m
24985,mp-5787,orthorhombic,mmm
24986,mp-579,cubic,m-3m
24987,mp-5792,orthorhombic,mmm
24988,mp-579496,cubic,m-3m
24989,mp-5795,trigonal,-3m
24990,mp-5796,tetragonal,4/mmm
24991,mp-579628,hexagonal,6/mmm
24992,mp-579768,cubic,m-3m
24993,mp-579909,orthorhombic,mmm
24994,mp-58,cubic,m-3m
24995,mp-580136,cubic,-43m
24996,mp-580154,hexagonal,-6m2
24997,mp-580215,tetragonal,4/mmm
24998,mp-580226,tetragonal,4/mmm
24999,mp-580234,cubic,m-3m
25000,mp-580236,cubic,m-3m
25001,mp-580287,cubic,m-3m
25002,mp-580357,cubic,m-3m
25003,mp-580364,cubic,-43m
25004,mp-580539,cubic,m-3m
25005,mp-5808,trigonal,-3m
25006,mp-580886,trigonal,-3m
25007,mp-580941,hexagonal,6mm
25008,mp-581024,cubic,m-3m
25009,mp-5811,cubic,m-3m
25010,mp-581665,hexagonal,6/mmm
25011,mp-581707,cubic,m-3m
25012,mp-581712,cubic,-43m
25013,mp-581736,tetragonal,4/mmm
25014,mp-581754,tetragonal,4/mmm
25015,mp-581786,orthorhombic,mmm
25016,mp-581833,tetragonal,4/mmm
25017,mp-5819,tetragonal,4/mmm
25018,mp-582,cubic,m-3m
25019,mp-5820,tetragonal,4/mmm
25020,mp-582011,hexagonal,6/m
25021,mp-582028,cubic,m-3m
25022,mp-582029,hexagonal,-6m2
25023,mp-582227,trigonal,-3m
25024,mp-582282,tetragonal,4mm
25025,mp-582293,hexagonal,-6m2
25026,mp-582357,tetragonal,4/mmm
25027,mp-582433,tetragonal,4/mmm
25028,mp-582464,hexagonal,6/mmm
25029,mp-582618,monoclinic,2/m
25030,mp-5827,cubic,m-3m
25031,mp-582736,trigonal,-3m
25032,mp-582799,tetragonal,4/mmm
25033,mp-582826,orthorhombic,mmm
25034,mp-583,orthorhombic,mmm
25035,mp-583030,cubic,-43m
25036,mp-583202,hexagonal,6/mmm
25037,mp-5835,tetragonal,4/mmm
25038,mp-5840,tetragonal,4/mmm
25039,mp-5841,tetragonal,4/mmm
25040,mp-5848,tetragonal,4/mmm
25041,mp-585,hexagonal,6/mmm
25042,mp-5850,cubic,m-3m
25043,mp-5852,tetragonal,4/mmm
25044,mp-5858,trigonal,-3
25045,mp-5860,tetragonal,4/mmm
25046,mp-5862,trigonal,3m
25047,mp-5866,cubic,-43m
25048,mp-5869,orthorhombic,mmm
25049,mp-5878,cubic,m-3m
25050,mp-588,trigonal,-3m
25051,mp-589,cubic,m-3m
25052,mp-5893,cubic,m-3m
25053,mp-5898,tetragonal,4/mmm
25054,mp-590,hexagonal,6/mmm
25055,mp-5901,orthorhombic,mmm
25056,mp-5908,tetragonal,4/mmm
25057,mp-5910,hexagonal,6/mmm
25058,mp-5916,tetragonal,4/mmm
25059,mp-5918,monoclinic,2/m
25060,mp-5919,tetragonal,4/mmm
25061,mp-592,cubic,m-3m
25062,mp-5920,cubic,-43m
25063,mp-5921,cubic,m-3m
25064,mp-5928,tetragonal,-4
25065,mp-5934,tetragonal,4/mmm
25066,mp-5936,tetragonal,4/mmm
25067,mp-5938,orthorhombic,mmm
25068,mp-5939,hexagonal,6/mmm
25069,mp-594,hexagonal,6/mmm
25070,mp-5940,hexagonal,6/mmm
25071,mp-5944,cubic,-43m
25072,mp-5951,cubic,-43m
25073,mp-5955,cubic,m-3m
25074,mp-5962,tetragonal,4/mmm
25075,mp-5967,cubic,-43m
25076,mp-5976,tetragonal,4/mmm
25077,mp-5982,tetragonal,4/mmm
25078,mp-5983,tetragonal,4/mmm
25079,mp-5986,tetragonal,4mm
25080,mp-599,hexagonal,6/mmm
25081,mp-5992,tetragonal,4/mmm
25082,mp-600,cubic,m-3m
25083,mp-600089,cubic,m-3m
25084,mp-600124,cubic,-43m
25085,mp-600125,cubic,m-3m
25086,mp-600293,hexagonal,-6m2
25087,mp-600449,triclinic,1
25088,mp-600561,hexagonal,-6m2
25089,mp-600604,orthorhombic,mmm
25090,mp-600622,tetragonal,4/mmm
25091,mp-601,cubic,m-3m
25092,mp-601148,tetragonal,4/mmm
25093,mp-601193,cubic,m-3m
25094,mp-601195,orthorhombic,mmm
25095,mp-601223,hexagonal,6/mmm
25096,mp-601273,hexagonal,622
25097,mp-601285,tetragonal,4/mmm
25098,mp-601371,orthorhombic,mmm
25099,mp-601693,tetragonal,4/mmm
25100,mp-601820,tetragonal,4/mmm
25101,mp-601823,monoclinic,2/m
25102,mp-602,hexagonal,6/mmm
25103,mp-603,cubic,m-3m
25104,mp-603251,cubic,m-3m
25105,mp-603347,orthorhombic,mmm
25106,mp-603640,orthorhombic,mm2
25107,mp-603719,orthorhombic,mmm
25108,mp-604153,tetragonal,4/mmm
25109,mp-604313,cubic,432
25110,mp-604318,hexagonal,6/mmm
25111,mp-604321,hexagonal,6/mmm
25112,mp-604325,monoclinic,2/m
25113,mp-604453,cubic,-43m
25114,mp-604496,tetragonal,4/mmm
25115,mp-604516,orthorhombic,mmm
25116,mp-604884,hexagonal,-6m2
25117,mp-604908,tetragonal,4/mmm
25118,mp-604910,tetragonal,4/mmm
25119,mp-604914,tetragonal,4/mmm
25120,mp-604915,tetragonal,4/mmm
25121,mp-605034,cubic,m-3m
25122,mp-605060,tetragonal,4mm
25123,mp-605790,hexagonal,6/mmm
25124,mp-605824,cubic,-43m
25125,mp-605843,monoclinic,m
25126,mp-605853,monoclinic,m
25127,mp-606102,monoclinic,2/m
25128,mp-606604,tetragonal,4/mmm
25129,mp-606671,cubic,m-3m
25130,mp-606680,orthorhombic,mmm
25131,mp-606711,orthorhombic,mm2
25132,mp-607,cubic,m-3m
25133,mp-6070,orthorhombic,mmm
25134,mp-607182,hexagonal,6/mmm
25135,mp-607298,tetragonal,4/mmm
25136,mp-607310,trigonal,-3m
25137,mp-607371,orthorhombic,mmm
25138,mp-607540,orthorhombic,mmm
25139,mp-608,cubic,m-3m
25140,mp-608254,tetragonal,4/mmm
25141,mp-608555,cubic,m-3m
25142,mp-6088,tetragonal,4/mmm
25143,mp-608823,trigonal,-3m
25144,mp-6092,tetragonal,4/mmm
25145,mp-6098,tetragonal,4/mmm
25146,mp-610,hexagonal,6/mmm
25147,mp-6102,tetragonal,4/mmm
25148,mp-610522,tetragonal,4/mmm
25149,mp-610530,tetragonal,4/mmm
25150,mp-610631,hexagonal,6mm
25151,mp-610706,cubic,m-3m
25152,mp-610787,triclinic,1
25153,mp-610917,trigonal,-3m
25154,mp-610972,hexagonal,-6m2
25155,mp-610992,triclinic,1
25156,mp-611,orthorhombic,mmm
25157,mp-611062,monoclinic,2/m
25158,mp-611219,trigonal,-3m
25159,mp-611224,triclinic,1
25160,mp-611378,tetragonal,4mm
25161,mp-611426,hexagonal,6/mmm
25162,mp-611517,cubic,m-3m
25163,mp-611836,monoclinic,2/m
25164,mp-612118,cubic,m-3m
25165,mp-6123,tetragonal,4/mmm
25166,mp-612670,tetragonal,4/mmm
25167,mp-613052,trigonal,-3m
25168,mp-613206,orthorhombic,mmm
25169,mp-613384,cubic,m-3m
25170,mp-613402,cubic,m-3m
25171,mp-613652,tetragonal,4/mmm
25172,mp-613910,trigonal,-3m
25173,mp-6140,tetragonal,4/mmm
25174,mp-614006,trigonal,-3m
25175,mp-614013,cubic,m-3m
25176,mp-614444,cubic,m-3m
25177,mp-614455,cubic,m-3m
25178,mp-614456,cubic,m-3m
25179,mp-614481,cubic,m-3m
25180,mp-614489,cubic,m-3m
25181,mp-614502,cubic,m-3m
25182,mp-614565,orthorhombic,mmm
25183,mp-614603,cubic,m-3m
25184,mp-614777,trigonal,-3
25185,mp-614918,tetragonal,4/mmm
25186,mp-615,cubic,m-3m
25187,mp-615314,tetragonal,4/mmm
25188,mp-6166,tetragonal,4/mmm
25189,mp-617,trigonal,-3m
25190,mp-6188,tetragonal,4/mmm
25191,mp-6191,tetragonal,4/mmm
25192,mp-620271,cubic,-43m
25193,mp-620290,tetragonal,4/mmm
25194,mp-621131,cubic,m-3m
25195,mp-621132,hexagonal,-6m2
25196,mp-621176,hexagonal,-6m2
25197,mp-621348,cubic,m-3m
25198,mp-621351,hexagonal,-6m2
25199,mp-621362,hexagonal,-6m2
25200,mp-621592,cubic,-43m
25201,mp-621694,trigonal,3m
25202,mp-622107,trigonal,-3m
25203,mp-6223,tetragonal,4/mmm
25204,mp-622508,hexagonal,6/mmm
25205,mp-622621,tetragonal,4/mmm
25206,mp-622628,triclinic,1
25207,mp-622636,cubic,m-3m
25208,mp-622980,cubic,-43m
25209,mp-622990,cubic,m-3m
25210,mp-623,tetragonal,4/mmm
25211,mp-623012,orthorhombic,mmm
25212,mp-623024,trigonal,-3
25213,mp-623043,hexagonal,-6m2
25214,mp-623089,hexagonal,-6m2
25215,mp-623134,cubic,m-3m
25216,mp-623448,cubic,m-3m
25217,mp-623452,tetragonal,4/mmm
25218,mp-623453,cubic,m-3m
25219,mp-623460,orthorhombic,mm2
25220,mp-623511,tetragonal,4/mmm
25221,mp-623532,cubic,m-3m
25222,mp-623646,cubic,-43m
25223,mp-623782,triclinic,1
25224,mp-623827,cubic,m-3m
25225,mp-623988,hexagonal,-6m2
25226,mp-624070,cubic,m-3m
25227,mp-624668,monoclinic,2/m
25228,mp-624688,monoclinic,2
25229,mp-624739,cubic,m-3m
25230,mp-624889,orthorhombic,mmm
25231,mp-624928,tetragonal,4mm
25232,mp-624929,trigonal,3m
25233,mp-625051,trigonal,3m
25234,mp-625054,orthorhombic,mm2
25235,mp-625055,monoclinic,2/m
25236,mp-625072,trigonal,3m
25237,mp-625074,monoclinic,2
25238,mp-625075,triclinic,1
25239,mp-625136,orthorhombic,mm2
25240,mp-625147,monoclinic,2/m
25241,mp-625150,orthorhombic,mm2
25242,mp-625199,triclinic,1
25243,mp-625359,monoclinic,2
25244,mp-625367,monoclinic,2
25245,mp-625487,trigonal,-3m
25246,mp-625488,monoclinic,2
25247,mp-625509,trigonal,3m
25248,mp-625521,monoclinic,m
25249,mp-625548,trigonal,-3m
25250,mp-625557,trigonal,3m
25251,mp-625565,monoclinic,2
25252,mp-625619,monoclinic,2
25253,mp-625635,monoclinic,2
25254,mp-625656,trigonal,3m
25255,mp-625671,triclinic,1
25256,mp-6258,tetragonal,4/mmm
25257,mp-625939,monoclinic,2
25258,mp-625943,trigonal,3m
25259,mp-625996,monoclinic,m
25260,mp-625998,orthorhombic,mm2
25261,mp-626000,monoclinic,2
25262,mp-626071,monoclinic,m
25263,mp-626084,monoclinic,m
25264,mp-626099,triclinic,1
25265,mp-626143,monoclinic,2
25266,mp-626149,trigonal,3m
25267,mp-626151,monoclinic,2/m
25268,mp-626173,monoclinic,2/m
25269,mp-626417,orthorhombic,mm2
25270,mp-626506,monoclinic,m
25271,mp-626620,orthorhombic,mm2
25272,mp-626643,trigonal,3m
25273,mp-626644,monoclinic,2
25274,mp-626689,monoclinic,2
25275,mp-626708,triclinic,1
25276,mp-626716,monoclinic,2
25277,mp-626721,monoclinic,2
25278,mp-626724,monoclinic,2/m
25279,mp-626785,orthorhombic,mm2
25280,mp-626843,monoclinic,2
25281,mp-626981,tetragonal,4/mmm
25282,mp-627439,cubic,m-3m
25283,mp-628,tetragonal,4/mmm
25284,mp-628568,tetragonal,-42m
25285,mp-628599,tetragonal,4/mmm
25286,mp-6286,tetragonal,4/mmm
25287,mp-628606,cubic,m-3m
25288,mp-628616,tetragonal,-42m
25289,mp-628631,tetragonal,4/mmm
25290,mp-628705,monoclinic,2/m
25291,mp-628773,orthorhombic,mmm
25292,mp-629015,hexagonal,6/mmm
25293,mp-629397,tetragonal,4/mmm
25294,mp-629443,tetragonal,-42m
25295,mp-629458,orthorhombic,mm2
25296,mp-63,cubic,m-3m
25297,mp-630019,monoclinic,m
25298,mp-630528,monoclinic,2/m
25299,mp-631,cubic,m-3m
25300,mp-631254,cubic,-43m
25301,mp-631255,cubic,-43m
25302,mp-631256,cubic,-43m
25303,mp-631257,cubic,-43m
25304,mp-631267,cubic,-43m
25305,mp-631269,cubic,-43m
25306,mp-631270,cubic,-43m
25307,mp-631274,cubic,-43m
25308,mp-631277,cubic,m-3m
25309,mp-631280,cubic,-43m
25310,mp-631288,cubic,-43m
25311,mp-631293,cubic,-43m
25312,mp-631294,cubic,-43m
25313,mp-631296,cubic,-43m
25314,mp-631299,cubic,-43m
25315,mp-631301,cubic,-43m
25316,mp-631302,cubic,-43m
25317,mp-631303,cubic,-43m
25318,mp-631304,cubic,m-3m
25319,mp-631305,cubic,m-3m
25320,mp-631308,cubic,-43m
25321,mp-631309,cubic,-43m
25322,mp-631310,cubic,-43m
25323,mp-631311,cubic,-43m
25324,mp-631312,cubic,-43m
25325,mp-631313,cubic,-43m
25326,mp-631314,cubic,-43m
25327,mp-631316,cubic,m-3m
25328,mp-631317,cubic,-43m
25329,mp-631318,cubic,-43m
25330,mp-631319,cubic,-43m
25331,mp-631320,cubic,-43m
25332,mp-631322,cubic,-43m
25333,mp-631323,cubic,m-3m
25334,mp-631324,cubic,-43m
25335,mp-631325,cubic,m-3m
25336,mp-631329,cubic,-43m
25337,mp-631330,cubic,m-3m
25338,mp-631331,cubic,m-3m
25339,mp-631333,cubic,m-3m
25340,mp-631334,cubic,m-3m
25341,mp-631335,cubic,-43m
25342,mp-631336,cubic,m-3m
25343,mp-631337,cubic,-43m
25344,mp-631338,cubic,-43m
25345,mp-631339,cubic,-43m
25346,mp-631340,cubic,m-3m
25347,mp-631342,cubic,-43m
25348,mp-631343,cubic,-43m
25349,mp-631344,cubic,-43m
25350,mp-631345,cubic,m-3m
25351,mp-631346,cubic,m-3m
25352,mp-631349,cubic,-43m
25353,mp-631352,cubic,-43m
25354,mp-631353,cubic,-43m
25355,mp-631354,cubic,-43m
25356,mp-631355,cubic,m-3m
25357,mp-631356,cubic,-43m
25358,mp-631358,cubic,m-3m
25359,mp-631361,cubic,-43m
25360,mp-631362,cubic,m-3m
25361,mp-631364,cubic,-43m
25362,mp-631365,cubic,-43m
25363,mp-631366,cubic,-43m
25364,mp-631368,cubic,-43m
25365,mp-631371,cubic,-43m
25366,mp-631373,cubic,-43m
25367,mp-631374,cubic,m-3m
25368,mp-631375,cubic,-43m
25369,mp-631376,cubic,-43m
25370,mp-631377,cubic,m-3m
25371,mp-631379,cubic,-43m
25372,mp-631381,cubic,-43m
25373,mp-631382,cubic,-43m
25374,mp-631383,cubic,-43m
25375,mp-631384,cubic,m-3m
25376,mp-631386,cubic,m-3m
25377,mp-631387,cubic,-43m
25378,mp-631388,cubic,-43m
25379,mp-631389,cubic,m-3m
25380,mp-631390,cubic,-43m
25381,mp-631392,cubic,-43m
25382,mp-631394,cubic,-43m
25383,mp-631395,cubic,-43m
25384,mp-631396,cubic,-43m
25385,mp-631398,cubic,-43m
25386,mp-631399,cubic,-43m
25387,mp-631403,cubic,-43m
25388,mp-631404,cubic,-43m
25389,mp-631405,cubic,-43m
25390,mp-631406,cubic,m-3m
25391,mp-631408,cubic,-43m
25392,mp-631409,cubic,m-3m
25393,mp-631410,cubic,-43m
25394,mp-631411,cubic,-43m
25395,mp-631412,cubic,m-3m
25396,mp-631413,cubic,-43m
25397,mp-631417,cubic,m-3m
25398,mp-631418,cubic,m-3m
25399,mp-631420,cubic,m-3m
25400,mp-631421,cubic,-43m
25401,mp-631422,cubic,-43m
25402,mp-631423,cubic,-43m
25403,mp-631424,cubic,-43m
25404,mp-631425,cubic,m-3m
25405,mp-631427,cubic,-43m
25406,mp-631428,cubic,-43m
25407,mp-631429,cubic,-43m
25408,mp-631430,cubic,-43m
25409,mp-631431,cubic,m-3m
25410,mp-631435,cubic,-43m
25411,mp-631436,cubic,-43m
25412,mp-631440,cubic,-43m
25413,mp-631441,cubic,-43m
25414,mp-631442,cubic,m-3m
25415,mp-631449,cubic,-43m
25416,mp-631450,cubic,-43m
25417,mp-631451,cubic,-43m
25418,mp-631452,cubic,-43m
25419,mp-631455,cubic,m-3m
25420,mp-631458,cubic,-43m
25421,mp-631462,cubic,-43m
25422,mp-631463,cubic,-43m
25423,mp-631464,cubic,-43m
25424,mp-631465,cubic,m-3m
25425,mp-631466,cubic,-43m
25426,mp-631467,cubic,-43m
25427,mp-631468,cubic,-43m
25428,mp-631471,cubic,-43m
25429,mp-631472,cubic,-43m
25430,mp-631473,cubic,m-3m
25431,mp-631474,cubic,m-3m
25432,mp-631475,cubic,-43m
25433,mp-631478,cubic,-43m
25434,mp-631479,cubic,-43m
25435,mp-631480,cubic,m-3m
25436,mp-631481,cubic,m-3m
25437,mp-631482,cubic,-43m
25438,mp-631484,cubic,-43m
25439,mp-631487,cubic,-43m
25440,mp-631488,cubic,m-3m
25441,mp-631489,cubic,m-3m
25442,mp-631491,cubic,m-3m
25443,mp-631492,cubic,-43m
25444,mp-631494,cubic,-43m
25445,mp-631495,cubic,-43m
25446,mp-631496,cubic,-43m
25447,mp-631497,cubic,-43m
25448,mp-631498,cubic,m-3m
25449,mp-631500,cubic,-43m
25450,mp-631502,cubic,-43m
25451,mp-631503,cubic,-43m
25452,mp-631504,cubic,-43m
25453,mp-631505,cubic,-43m
25454,mp-631506,cubic,-43m
25455,mp-631507,cubic,-43m
25456,mp-631508,cubic,-43m
25457,mp-631509,cubic,-43m
25458,mp-631510,cubic,-43m
25459,mp-631511,cubic,-43m
25460,mp-631512,cubic,-43m
25461,mp-631513,cubic,-43m
25462,mp-631514,cubic,-43m
25463,mp-631515,cubic,-43m
25464,mp-631516,cubic,m-3m
25465,mp-631517,cubic,-43m
25466,mp-631518,cubic,-43m
25467,mp-631519,cubic,-43m
25468,mp-631520,cubic,-43m
25469,mp-631521,cubic,-43m
25470,mp-631522,cubic,m-3m
25471,mp-631523,cubic,-43m
25472,mp-631524,cubic,m-3m
25473,mp-631525,cubic,-43m
25474,mp-631526,cubic,-43m
25475,mp-631527,cubic,m-3m
25476,mp-631528,cubic,-43m
25477,mp-631529,cubic,m-3m
25478,mp-631530,cubic,-43m
25479,mp-631531,cubic,-43m
25480,mp-631532,cubic,m-3m
25481,mp-631533,cubic,-43m
25482,mp-631534,cubic,m-3m
25483,mp-631535,cubic,m-3m
25484,mp-631536,cubic,m-3m
25485,mp-631537,cubic,-43m
25486,mp-631538,cubic,-43m
25487,mp-631539,cubic,-43m
25488,mp-631540,cubic,-43m
25489,mp-631541,cubic,-43m
25490,mp-631542,cubic,-43m
25491,mp-631543,cubic,-43m
25492,mp-631544,cubic,-43m
25493,mp-631545,cubic,-43m
25494,mp-631546,cubic,-43m
25495,mp-631547,cubic,m-3m
25496,mp-631548,cubic,m-3m
25497,mp-631549,cubic,-43m
25498,mp-631550,cubic,-43m
25499,mp-631551,cubic,-43m
25500,mp-631552,cubic,-43m
25501,mp-631553,cubic,m-3m
25502,mp-631554,cubic,m-3m
25503,mp-631555,cubic,-43m
25504,mp-631556,cubic,-43m
25505,mp-631557,cubic,m-3m
25506,mp-631558,cubic,-43m
25507,mp-631559,cubic,-43m
25508,mp-631560,cubic,-43m
25509,mp-631561,cubic,-43m
25510,mp-631562,cubic,-43m
25511,mp-631563,cubic,m-3m
25512,mp-631564,cubic,-43m
25513,mp-631565,cubic,-43m
25514,mp-631566,cubic,-43m
25515,mp-631567,cubic,-43m
25516,mp-631568,cubic,-43m
25517,mp-631569,cubic,m-3m
25518,mp-631570,cubic,-43m
25519,mp-631571,cubic,m-3m
25520,mp-631572,cubic,-43m
25521,mp-631573,cubic,-43m
25522,mp-631574,cubic,-43m
25523,mp-631575,cubic,-43m
25524,mp-631576,cubic,-43m
25525,mp-631577,cubic,-43m
25526,mp-631578,cubic,m-3m
25527,mp-631580,cubic,-43m
25528,mp-631581,cubic,m-3m
25529,mp-631582,cubic,-43m
25530,mp-631586,cubic,m-3m
25531,mp-631592,cubic,m-3m
25532,mp-631619,cubic,m-3m
25533,mp-631633,cubic,m-3m
25534,mp-631635,cubic,-43m
25535,mp-631637,cubic,-43m
25536,mp-631661,cubic,-43m
25537,mp-631674,cubic,-43m
25538,mp-631686,cubic,m-3m
25539,mp-631694,cubic,m-3m
25540,mp-631696,cubic,-43m
25541,mp-631703,cubic,-43m
25542,mp-631754,cubic,-43m
25543,mp-631880,cubic,m-3m
25544,mp-631895,cubic,-43m
25545,mp-631946,cubic,-43m
25546,mp-632,cubic,m-3m
25547,mp-632172,tetragonal,4/mmm
25548,mp-632176,cubic,-43m
25549,mp-632219,tetragonal,-42m
25550,mp-632229,orthorhombic,mm2
25551,mp-632250,cubic,m-3m
25552,mp-632282,monoclinic,2
25553,mp-632286,monoclinic,2/m
25554,mp-632291,tetragonal,4/mmm
25555,mp-632296,orthorhombic,mm2
25556,mp-632311,tetragonal,-42m
25557,mp-632319,cubic,m-3m
25558,mp-632326,orthorhombic,mm2
25559,mp-632329,monoclinic,2/m
25560,mp-632348,monoclinic,2/m
25561,mp-632403,monoclinic,2
25562,mp-632413,monoclinic,2/m
25563,mp-632417,monoclinic,2/m
25564,mp-632442,triclinic,1
25565,mp-632475,orthorhombic,mm2
25566,mp-632480,triclinic,1
25567,mp-632485,monoclinic,2/m
25568,mp-632539,triclinic,1
25569,mp-632623,cubic,-43m
25570,mp-632657,trigonal,-3m
25571,mp-632667,hexagonal,6/mmm
25572,mp-632672,monoclinic,2/m
25573,mp-632711,orthorhombic,mmm
25574,mp-632759,monoclinic,2/m
25575,mp-6328,tetragonal,4/mmm
25576,mp-632808,cubic,m-3m
25577,mp-632822,monoclinic,m
25578,mp-632864,hexagonal,6/mmm
25579,mp-633,cubic,m-3m
25580,mp-634,trigonal,32
25581,mp-634101,tetragonal,4/mmm
25582,mp-634105,orthorhombic,mmm
25583,mp-634410,monoclinic,2
25584,mp-634657,monoclinic,2/m
25585,mp-634659,cubic,m-3m
25586,mp-634676,monoclinic,2/m
25587,mp-634706,orthorhombic,mmm
25588,mp-634751,cubic,m-3m
25589,mp-634755,monoclinic,m
25590,mp-634805,monoclinic,2
25591,mp-634817,trigonal,-3m
25592,mp-634855,monoclinic,2/m
25593,mp-634859,tetragonal,4/mmm
25594,mp-634867,monoclinic,2/m
25595,mp-634896,monoclinic,2/m
25596,mp-634930,cubic,m-3m
25597,mp-634945,cubic,m-3m
25598,mp-634965,tetragonal,4/mmm
25599,mp-634979,monoclinic,2/m
25600,mp-634989,monoclinic,2/m
25601,mp-635,cubic,m-3m
25602,mp-635327,cubic,m-3m
25603,mp-635393,triclinic,1
25604,mp-635413,cubic,m-3m
25605,mp-635425,triclinic,1
25606,mp-635426,cubic,m-3m
25607,mp-635456,hexagonal,6/mmm
25608,mp-635460,cubic,m-3m
25609,mp-635469,tetragonal,4/mmm
25610,mp-635471,tetragonal,4/mmm
25611,mp-636056,tetragonal,4/mmm
25612,mp-636095,tetragonal,4/mmm
25613,mp-636198,orthorhombic,mmm
25614,mp-636212,cubic,m-3m
25615,mp-636232,cubic,m-3m
25616,mp-636240,cubic,-43m
25617,mp-636253,hexagonal,6/mmm
25618,mp-636273,cubic,m-3m
25619,mp-636279,cubic,m-3m
25620,mp-636284,orthorhombic,mmm
25621,mp-636297,cubic,-43m
25622,mp-636316,hexagonal,6/mmm
25623,mp-636320,cubic,m-3m
25624,mp-636328,cubic,m-3m
25625,mp-636331,cubic,m-3m
25626,mp-636359,cubic,m-3m
25627,mp-636565,tetragonal,4/mmm
25628,mp-636599,cubic,m-3m
25629,mp-636614,orthorhombic,mmm
25630,mp-636619,cubic,m-3m
25631,mp-636698,cubic,m-3m
25632,mp-636827,orthorhombic,mm2
25633,mp-637179,cubic,m-3m
25634,mp-637213,trigonal,-3m
25635,mp-637222,orthorhombic,mmm
25636,mp-637292,trigonal,-3m
25637,mp-637378,cubic,m-3m
25638,mp-637575,orthorhombic,mmm
25639,mp-637576,cubic,m-3m
25640,mp-637771,cubic,-43m
25641,mp-637965,triclinic,-1
25642,mp-638,hexagonal,6/mmm
25643,mp-638079,hexagonal,6/mmm
25644,mp-638374,tetragonal,4/mmm
25645,mp-638590,tetragonal,-42m
25646,mp-638729,cubic,m-3m
25647,mp-638841,tetragonal,4/mmm
25648,mp-639347,triclinic,1
25649,mp-639445,cubic,m-3m
25650,mp-639496,orthorhombic,mmm
25651,mp-639659,tetragonal,4/mmm
25652,mp-639675,cubic,m-3m
25653,mp-639727,hexagonal,6/mmm
25654,mp-639736,tetragonal,4/mmm
25655,mp-639747,cubic,m-3m
25656,mp-639751,orthorhombic,mmm
25657,mp-639755,tetragonal,4/mmm
25658,mp-639756,hexagonal,6/mmm
25659,mp-639774,cubic,m-3m
25660,mp-64,orthorhombic,mmm
25661,mp-640024,cubic,m-3m
25662,mp-640058,trigonal,-3m
25663,mp-640073,tetragonal,-42m
25664,mp-640118,orthorhombic,mmm
25665,mp-640416,triclinic,1
25666,mp-6408,tetragonal,-42m
25667,mp-640917,trigonal,32
25668,mp-640922,hexagonal,-6m2
25669,mp-641923,cubic,m-3m
25670,mp-642019,hexagonal,-6m2
25671,mp-642644,monoclinic,2/m
25672,mp-642690,monoclinic,m
25673,mp-642725,hexagonal,6mm
25674,mp-642739,monoclinic,m
25675,mp-642807,trigonal,-3m
25676,mp-642822,triclinic,-1
25677,mp-642855,hexagonal,6/m
25678,mp-642890,triclinic,-1
25679,mp-643002,cubic,m-3m
25680,mp-643033,monoclinic,m
25681,mp-643043,monoclinic,2/m
25682,mp-643101,cubic,m-3m
25683,mp-643141,hexagonal,6/mmm
25684,mp-643243,cubic,m-3m
25685,mp-643257,tetragonal,4/mmm
25686,mp-643260,tetragonal,4/mmm
25687,mp-643273,orthorhombic,mmm
25688,mp-643279,cubic,m-3m
25689,mp-643364,monoclinic,2/m
25690,mp-643367,monoclinic,2/m
25691,mp-643370,trigonal,-3m
25692,mp-643542,monoclinic,2/m
25693,mp-643738,tetragonal,4/mmm
25694,mp-643902,monoclinic,2/m
25695,mp-643945,orthorhombic,mmm
25696,mp-644136,orthorhombic,mmm
25697,mp-644143,tetragonal,4/mmm
25698,mp-644203,cubic,m-3m
25699,mp-644222,hexagonal,6mm
25700,mp-644225,trigonal,-3m
25701,mp-644229,trigonal,-3m
25702,mp-644246,cubic,m-3m
25703,mp-644271,orthorhombic,mm2
25704,mp-644272,orthorhombic,mm2
25705,mp-644278,trigonal,-3m
25706,mp-644280,tetragonal,4/mmm
25707,mp-644292,trigonal,-3m
25708,mp-644311,trigonal,-3m
